ASV,fwd_rev,domain,conf.d,phylum,conf.p,class,conf.c,order,conf.o,family,conf.f,genus,conf.g,species,conf.s
ASV6000,+,Fungi,100%,Ascomycota,87%,Leotiomycetes,37%,Helotiales,30%,Helotiales_Incertae sedis,9%,Tetracladium,7%,Tetracladium maxilliforme,7%
ASV6001,+,Fungi,100%,Zygomycota,21%,Mucoromycotina_Incertae sedis,20%,Mortierellales,19%,Mortierellaceae,19%,Mortierella,19%,Mortierella epigama,17%
ASV6002,+,Fungi,100%,Chytridiomycota,20%,Chytridiomycetes,20%,Rhizophydiales,18%,Rhizophydiaceae,15%,Rhizophydium,15%,Rhizophydium brooksianum,10%
ASV6003,+,Fungi,100%,Chytridiomycota,16%,Chytridiomycetes,16%,Rhizophydiales,16%,Rhizophydiaceae,16%,Rhizophydium,16%,Rhizophydium brooksianum,13%
ASV6004,+,Fungi,100%,Ascomycota,37%,Saccharomycetes,13%,Saccharomycetales,13%,Saccharomycetales_Incertae sedis,9%,Cyberlindnera,3%,Cyberlindnera fabianii,3%
ASV6005,+,Fungi,100%,Basidiomycota,54%,Agaricomycetes,22%,Agaricales,11%,Psathyrellaceae,7%,Psathyrella,7%,Psathyrella fibrillosa,7%
ASV6006,+,Fungi,100%,Basidiomycota,64%,Agaricomycetes,24%,Agaricales,22%,Inocybaceae,11%,Inocybe,11%,Inocybe geophylla var. lilacina,4%
ASV6007,+,Fungi,100%,Zygomycota,12%,Mucoromycotina_Incertae sedis,12%,Mortierellales,6%,Mortierellaceae,6%,Mortierella,6%,Mortierella epigama,6%
ASV6008,+,Fungi,100%,Basidiomycota,59%,Agaricomycetes,44%,Agaricales,31%,Agaricaceae,8%,Macrolepiota,8%,Macrolepiota fuliginosa,7%
ASV6009,+,Fungi,100%,Ascomycota,47%,Saccharomycetes,26%,Saccharomycetales,26%,Saccharomycetaceae,22%,Zygosaccharomyces,22%,Zygosaccharomyces mellis,22%
ASV6010,+,Fungi,100%,Glomeromycota,25%,Glomeromycetes,25%,Glomerales,24%,Glomeraceae,24%,Rhizophagus,17%,Rhizophagus cf irregularis MUCL 43205,9%
ASV6011,+,Fungi,100%,Basidiomycota,44%,Ustilaginomycetes,4%,Ustilaginales,4%,Ustilaginales_Incertae sedis,4%,Farysizyma,4%,Farysizyma itapuensis,4%
ASV6014,+,Fungi,100%,Ascomycota,65%,Saccharomycetes,12%,Saccharomycetales,12%,Saccharomycetales_Incertae sedis,7%,Cyberlindnera,3%,Cyberlindnera fabianii,3%
ASV6015,+,Fungi,100%,Basidiomycota,66%,Agaricomycetes,56%,Agaricales,46%,Agaricaceae,30%,Macrolepiota,29%,Macrolepiota fuliginosa,21%
ASV6016,+,Fungi,100%,Basidiomycota,53%,Agaricomycetes,36%,Agaricales,25%,Agaricaceae,10%,Macrolepiota,9%,Macrolepiota fuliginosa,9%
ASV6017,+,Fungi,100%,Basidiomycota,52%,Pucciniomycetes,11%,Pucciniales,11%,Pucciniaceae,9%,Puccinia,8%,Puccinia funkiae,5%
ASV6018,+,Fungi,100%,Basidiomycota,56%,Microbotryomycetes,7%,Sporidiobolales,7%,Sporidiobolales_Incertae sedis,7%,Sporobolomyces,3%,Sporobolomyces lactophilus,2%
ASV6019,+,Fungi,100%,Basidiomycota,49%,Agaricomycetes,36%,Agaricales,29%,Psathyrellaceae,9%,Psathyrella,9%,Psathyrella fibrillosa,9%
ASV6020,+,Fungi,100%,Ascomycota,45%,Sordariomycetes,21%,Sordariales,11%,Chaetomiaceae,3%,Chaetomium,3%,Chaetomium cupreum,3%
ASV6021,+,Fungi,100%,Zygomycota,10%,Mucoromycotina_Incertae sedis,10%,Mucorales,10%,Pilobolaceae,7%,Pilobolus,7%,Pilobolus umbonatus,5%
ASV6022,+,Fungi,100%,Ascomycota,82%,Sordariomycetes,44%,Sordariales,32%,Cephalothecaceae,15%,Phialemonium,15%,Phialemonium dimorphosporum,14%
ASV6023,+,Fungi,100%,Basidiomycota,59%,Agaricomycetes,35%,Agaricales,25%,Agaricaceae,4%,Macrolepiota,4%,Macrolepiota fuliginosa,4%
ASV6024,+,Fungi,100%,Basidiomycota,100%,Tremellomycetes,100%,Tremellales,100%,Tremellaceae,100%,Cryptococcus,100%,Cryptococcus paraflavus,100%
ASV6025,+,Fungi,100%,Basidiomycota,100%,Agaricomycetes,100%,Agaricales,100%,Psathyrellaceae,100%,Parasola,100%,Parasola leiocephala,51%
ASV6026,+,Fungi,100%,Basidiomycota,98%,Agaricomycetes,97%,Agaricales,95%,Agaricaceae,64%,Macrolepiota,19%,Macrolepiota fuliginosa,14%
ASV6027,+,Fungi,100%,Ascomycota,90%,Dothideomycetes,48%,Pleosporales,37%,Pleomassariaceae,16%,Prosthemium,13%,Prosthemium canba,13%
ASV6028,+,Fungi,100%,Ascomycota,98%,Dothideomycetes,63%,Capnodiales,63%,Teratosphaeriaceae,34%,Teratosphaeria,27%,Teratosphaeria associata,7%
ASV6029,+,Fungi,100%,Glomeromycota,93%,Glomeromycetes,93%,Glomerales,93%,Glomeraceae,93%,Glomus,90%,Glomus sp 3 SUN_2011,45%
ASV6030,+,Fungi,100%,Ascomycota,63%,Dothideomycetes,35%,Pleosporales,35%,Sporormiaceae,19%,Westerdykella,18%,Westerdykella ornata,18%
ASV6031,+,Fungi,100%,Ascomycota,100%,Pezizomycetes,100%,Pezizales,100%,Pyronemataceae,100%,Pyronema,100%,Pyronema domesticum,100%
ASV6032,+,Fungi,100%,Ascomycota,75%,Orbiliomycetes,42%,Orbiliales,42%,Orbiliaceae,42%,Arthrobotrys,30%,Arthrobotrys amerospora,14%
ASV6034,+,Fungi,100%,Basidiomycota,100%,Agaricomycetes,99%,Cantharellales,97%,Ceratobasidiaceae,97%,Ceratobasidium,92%,Ceratobasidium sp AG_O,25%
ASV6036,+,Fungi,100%,Basidiomycota,58%,Ustilaginomycetes,16%,Ustilaginales,16%,Ustilaginales_Incertae sedis,9%,Farysizyma,9%,Farysizyma itapuensis,9%
ASV6037,+,Fungi,100%,Ascomycota,98%,Leotiomycetes,6%,Helotiales,6%,Rutstroemiaceae,5%,Lambertella,5%,Lambertella advenula,5%
ASV6038,+,Fungi,100%,Basidiomycota,99%,Agaricomycetes,98%,Agaricales,96%,Agaricaceae,72%,Lepiota,39%,Lepiota rufipes,18%
ASV6039,+,Fungi,100%,Basidiomycota,65%,Agaricostilbomycetes,15%,Agaricostilbales,15%,Agaricostilbaceae,14%,Bensingtonia,14%,Bensingtonia musae,13%
ASV6040,+,Fungi,100%,Basidiomycota,97%,Tremellomycetes,87%,Tremellales,73%,Tremellaceae,72%,Cryptococcus,72%,Cryptococcus magnus,16%
ASV6041,+,Fungi,100%,Basidiomycota,100%,Ustilaginomycetes,99%,Ustilaginales,99%,Ustilaginaceae,99%,Sporisorium,93%,Sporisorium panici_leucophaei,71%
ASV6042,+,Fungi,100%,Ascomycota,96%,Dothideomycetes,93%,Pleosporales,93%,Pleosporaceae,59%,Drechslera,23%,Drechslera nobleae,19%
ASV6043,+,Fungi,100%,Ascomycota,91%,Eurotiomycetes,63%,Chaetothyriales,56%,Herpotrichiellaceae,52%,Phaeomoniella,45%,Phaeomoniella prunicola,26%
ASV6044,+,Fungi,100%,Ascomycota,97%,Lecanoromycetes,80%,Teloschistales,59%,Physciaceae,41%,Buellia,10%,Buellia frigida,10%
ASV6045,+,Fungi,100%,Basidiomycota,91%,Agaricomycetes,86%,Polyporales,47%,Polyporaceae,31%,Perenniporia,16%,Perenniporia minor,10%
ASV6046,+,Fungi,100%,Ascomycota,92%,Dothideomycetes,20%,Botryosphaeriales,13%,Botryosphaeriaceae,13%,Neoscytalidium,3%,Neoscytalidium novaehollandiae,3%
ASV6047,+,Fungi,100%,Ascomycota,30%,Saccharomycetes,14%,Saccharomycetales,14%,Saccharomycodaceae,3%,Hanseniaspora,3%,Hanseniaspora uvarum,3%
ASV6048,+,Fungi,100%,Ascomycota,95%,Eurotiomycetes,82%,Chaetothyriales,81%,Herpotrichiellaceae,81%,Phaeomoniella,71%,Phaeomoniella effusa,69%
ASV6049,+,Fungi,100%,Basidiomycota,89%,Tremellomycetes,62%,Tremellales,62%,Tremellales_Incertae sedis,26%,Bullera,18%,Bullera globispora,17%
ASV6052,+,Fungi,100%,Zygomycota,15%,Mucoromycotina_Incertae sedis,15%,Mortierellales,8%,Mortierellaceae,8%,Mortierella,8%,Mortierella epigama,7%
ASV6053,+,Fungi,100%,Basidiomycota,100%,Microbotryomycetes,100%,Sporidiobolales,100%,Sporidiobolales_Incertae sedis,100%,Sporobolomyces,100%,Sporobolomyces lactosus,100%
ASV6055,+,Fungi,100%,Basidiomycota,61%,Agaricomycetes,28%,Agaricales,23%,Agaricaceae,9%,Macrolepiota,9%,Macrolepiota fuliginosa,7%
ASV6056,+,Fungi,100%,Ascomycota,100%,Sordariomycetes,100%,Sordariales,99%,Lasiosphaeriaceae,99%,Podospora,99%,Podospora intestinacea,99%
ASV6057,+,Fungi,100%,Ascomycota,100%,Dothideomycetes,100%,Capnodiales,100%,Mycosphaerellaceae,100%,Mycosphaerella,72%,Cercospora pileicola,11%
ASV6058,+,Fungi,100%,Ascomycota,90%,Pezizomycetes,47%,Pezizales,47%,Pyronemataceae,40%,Geopora,19%,Geopora tenuis,14%
ASV6059,+,Fungi,100%,Basidiomycota,51%,Ustilaginomycetes,10%,Ustilaginales,10%,Ustilaginaceae,9%,Ustilago,7%,Ustilago lituana,6%
ASV6060,+,Fungi,100%,Ascomycota,79%,Dothideomycetes,71%,Pleosporales,70%,Pleosporales_Incertae sedis,40%,Pyrenochaeta,29%,Pyrenochaeta gentianicola,29%
ASV6061,+,Fungi,100%,Chytridiomycota,39%,Chytridiomycetes,39%,Spizellomycetales,16%,Spizellomycetaceae,16%,Spizellomyces,12%,Spizellomyces plurigibbosus,4%
ASV6062,+,Fungi,100%,Ascomycota,56%,Dothideomycetes,15%,Pleosporales,14%,Sporormiaceae,12%,Westerdykella,12%,Westerdykella ornata,12%
ASV6064,+,Fungi,100%,Basidiomycota,48%,Pucciniomycetes,6%,Pucciniales,6%,Uropyxidaceae,4%,Dasyspora,4%,Dasyspora segregaria,4%
ASV6065,+,Fungi,100%,Basidiomycota,62%,Agaricomycetes,32%,Agaricales,22%,Psathyrellaceae,11%,Psathyrella,9%,Psathyrella fibrillosa,9%
ASV6066,+,Fungi,100%,Zygomycota,53%,Mucoromycotina_Incertae sedis,49%,Mucorales,48%,Pilobolaceae,27%,Pilobolus,27%,Pilobolus longipes,8%
ASV6067,+,Fungi,100%,Ascomycota,100%,Sordariomycetes,100%,Sordariales,97%,Lasiosphaeriaceae,73%,Podospora,29%,Podospora fimiseda,26%
ASV6068,+,Fungi,100%,Ascomycota,71%,Sordariomycetes,54%,Hypocreales,29%,Nectriaceae,13%,Fusarium,12%,Fusarium brasiliense,10%
ASV6070,+,Fungi,100%,Basidiomycota,51%,Agaricostilbomycetes,2%,Agaricostilbales,2%,Agaricostilbaceae,2%,Bensingtonia,1%,Bensingtonia subrosea,0%
ASV6071,+,Fungi,100%,Ascomycota,49%,Pezizomycetes,14%,Pezizales,14%,Pezizaceae,7%,Peziza,7%,Peziza depressa,7%
ASV6072,+,Fungi,100%,Basidiomycota,80%,Agaricomycetes,72%,Agaricales,60%,Hygrophoraceae,19%,Camarophyllopsis,19%,Camarophyllopsis hymenocephala,19%
ASV6073,+,Fungi,100%,Basidiomycota,56%,Exobasidiomycetes,14%,Tilletiales,13%,Tilletiaceae,13%,Tilletia,13%,Tilletia moliniae,13%
ASV6074,+,Fungi,100%,Zygomycota,22%,Mucoromycotina_Incertae sedis,18%,Mortierellales,10%,Mortierellaceae,10%,Mortierella,10%,Mortierella epigama,10%
ASV6076,+,Fungi,100%,Ascomycota,100%,Dothideomycetes,100%,Botryosphaeriales,100%,Botryosphaeriaceae,100%,Botryosphaeria,98%,Botryosphaeria obtusa,76%
ASV6077,+,Fungi,100%,Ascomycota,47%,Saccharomycetes,31%,Saccharomycetales,31%,Saccharomycetales_Incertae sedis,15%,Candida,15%,Candida digboiensis,11%
ASV6078,+,Fungi,100%,Ascomycota,35%,Saccharomycetes,15%,Saccharomycetales,15%,Saccharomycodaceae,7%,Hanseniaspora,7%,Hanseniaspora uvarum,7%
ASV6079,+,Fungi,100%,Basidiomycota,48%,Ustilaginomycetes,9%,Ustilaginales,9%,Ustilaginales_Incertae sedis,6%,Farysizyma,6%,Farysizyma itapuensis,6%
ASV6080,+,Fungi,100%,Basidiomycota,49%,Ustilaginomycetes,11%,Ustilaginales,11%,Ustilaginaceae,11%,Ustilago,10%,Ustilago lituana,10%
ASV6081,+,Fungi,100%,Ascomycota,34%,Saccharomycetes,16%,Saccharomycetales,16%,Saccharomycetales_Incertae sedis,16%,Cyberlindnera,6%,Cyberlindnera fabianii,6%
ASV6082,+,Fungi,100%,Ascomycota,71%,Saccharomycetes,13%,Saccharomycetales,13%,Saccharomycetales_Incertae sedis,12%,Candida,12%,Candida digboiensis,10%
ASV6083,+,Fungi,100%,Basidiomycota,59%,Agaricomycetes,39%,Agaricales,35%,Cortinariaceae,9%,Cortinarius,6%,Cortinarius nanceiensis,5%
ASV6085,+,Fungi,100%,Basidiomycota,65%,Agaricomycetes,48%,Agaricales,38%,Agaricaceae,11%,Macrolepiota,8%,Macrolepiota fuliginosa,7%
ASV6086,+,Fungi,100%,Basidiomycota,64%,Agaricomycetes,33%,Agaricales,28%,Agaricaceae,6%,Macrolepiota,4%,Macrolepiota fuliginosa,3%
ASV6087,+,Fungi,100%,Basidiomycota,41%,Agaricomycetes,21%,Agaricales,15%,Psathyrellaceae,6%,Psathyrella,6%,Psathyrella fibrillosa,6%
ASV6088,+,Fungi,100%,Ascomycota,100%,Sordariomycetes,92%,Sordariales,64%,Lasiosphaeriaceae,56%,Cladorrhinum,30%,Cladorrhinum phialophoroides,30%
ASV6089,+,Fungi,100%,Ascomycota,68%,Dothideomycetes,57%,Pleosporales,46%,Corynesporascaceae,22%,Corynespora,22%,Corynespora smithii,17%
ASV6090,+,Fungi,100%,Basidiomycota,41%,Pucciniomycetes,9%,Pucciniales,9%,Pucciniaceae,6%,Puccinia,5%,Puccinia tanaceti,4%
ASV6092,+,Fungi,100%,Zygomycota,28%,Mucoromycotina_Incertae sedis,24%,Mortierellales,10%,Mortierellaceae,10%,Mortierella,10%,Mortierella epigama,9%
ASV6093,+,Fungi,100%,Ascomycota,33%,Saccharomycetes,19%,Saccharomycetales,19%,Saccharomycetales_Incertae sedis,13%,Candida,11%,Candida digboiensis,10%
ASV6094,+,Fungi,100%,Zygomycota,28%,Mucoromycotina_Incertae sedis,28%,Mortierellales,22%,Mortierellaceae,22%,Mortierella,22%,Mortierella epigama,19%
ASV6095,+,Fungi,100%,Ascomycota,58%,Saccharomycetes,11%,Saccharomycetales,11%,Saccharomycetales_Incertae sedis,5%,Candida,4%,Candida digboiensis,1%
ASV6096,+,Fungi,100%,Chytridiomycota,41%,Chytridiomycetes,41%,Rhizophydiales,36%,Rhizophydiaceae,35%,Rhizophydium,35%,Rhizophydium brooksianum,17%
ASV6099,+,Fungi,100%,Ascomycota,80%,Pezizomycetes,48%,Pezizales,48%,Pyronemataceae,31%,Scutellinia,11%,Scutellinia subhirtella,10%
ASV6100,+,Fungi,100%,Ascomycota,77%,Pezizomycetes,70%,Pezizales,70%,Pezizaceae,69%,Peziza,22%,Peziza depressa,22%
ASV6101,+,Fungi,100%,Ascomycota,77%,Dothideomycetes,18%,Botryosphaeriales,4%,Botryosphaeriaceae,4%,Neoscytalidium,3%,Neoscytalidium novaehollandiae,2%
ASV6103,+,Fungi,100%,Basidiomycota,37%,Agaricomycetes,24%,Agaricales,18%,Psathyrellaceae,3%,Psathyrella,3%,Psathyrella fibrillosa,3%
ASV6104,+,Fungi,100%,Ascomycota,49%,Saccharomycetes,18%,Saccharomycetales,18%,Saccharomycetales_Incertae sedis,17%,Candida,17%,Candida digboiensis,15%
ASV6105,+,Fungi,100%,Ascomycota,29%,Saccharomycetes,25%,Saccharomycetales,25%,Saccharomycetales_Incertae sedis,21%,Candida,21%,Candida digboiensis,21%
